comment,hospital,star,rating
"Bác sĩ tay nghề cao bệnh viện sạch sẽ.
Không giống như một số bệnh viện huyện.",Bệnh viện Đa khoa tỉnh Thanh Hoá,5 sao,"3,3"
"Mình đến khám ở khoa răng hàm mặt, nhưng k có giấy kết quả, hỏi thì bác sĩ trả lời chung chung, đi khám về cũng k rõ là mình bị bệnh gì luôn 🙂 …",Bệnh viện Đa khoa tỉnh Thanh Hoá,1 sao,"3,3"
"Trải nghiệm đi công tác tại Thanh Hoá khó quên. Vào cấp cứu 1h sáng mà bác sĩ chả thèm hỏi rõ tình trạng ntn lại cứ bảo ra nằm đấy, đến mức bệnh nhân còn phải xin cho uống giảm đau liều mạnh hoặc truyền giảm đau vì k thể chịu được nữa rồi. …",Bệnh viện Đa khoa tỉnh Thanh Hoá,1 sao,"3,3"
"Thân thiện nhanh chóng
Chung khuôn viên với trường cao đẳng y dược Hợp Lực",Bệnh viện Đa Khoa Hợp Lực,5 sao,"3,6"
"Bs rất nhiệt tình, ngày nào cũng thăm khám, kê thuốc tốt, bệnh cũng nhanh khỏi. Bệnh viện rất sạch sẽ. Đặc biệt không nhận quà biếu và phong bì của ai nhé. Nên mọi người cứ yên tâm đều được quan tâm sát sao như nhau nhé. Không phân biệt đối …",Bệnh viện Đa Khoa Hợp Lực,5 sao,"3,6"
"Mình đăng kí bhyt ở đây và khi đi khám sức khoẻ vì không rõ cái gọi là khám chế độ bh là gì nên mình nói mình muốn khám tổng quát, bác sĩ lớn tuổi của phòng khám 221 khi tư vấn cho mình thì liên tục nói những câu là khám tổng quát là khám …",Bệnh viện Đa Khoa Hợp Lực,1 sao,"3,6"
"Hôm nay Mẹ tôi
đã đến mổ mộng mắt và thực tế đã trải nghiệm dịch vụ ở bệnh viện rất tệ, người trợ lý phụ mổ k lấy đủ bông để thấm máu cho mẹ tôi, ...ko biết chỗ mà lau... đã …",Bệnh viện Đa Khoa Hợp Lực,1 sao,"3,6"
"Mình nghĩ bv tư phục vụ nhanh và chất lượng hơn bv công, quá sai lầm, phục vụ chậm trễ, cấp cứu từ 9h sáng đến 3h chiều chưa thấy bác sĩ qua thăm khám thông báo kết quả cho người nhà bệnh nhân cũng như phác đồ điều trị. Không có lần thứ hai vào đây!",Bệnh viện Đa Khoa Hợp Lực,1 sao,"3,6"
Các bác sĩ và nhân viên ở đay rất chuyen nghiệp trình độ cao,Bệnh viện Đa Khoa Hợp Lực,5 sao,"3,6"
Bệnh viện thì đắt bác sĩ thì câu giờ kéo dài thời gian.mang tiếng đa khoa mà chẳng có khoa nào ra hồn.y sỹ đến y tá thì tào lao nói chuyện vớ vẩn.,Bệnh viện Đa Khoa Hợp Lực,1 sao,"3,6"
Bác sĩ và nhân viên rất thân thiện và nhiệt tình ạ❤️,Bệnh viện Đa Khoa Hợp Lực,5 sao,"3,6"
Tất  cả các bác sĩ và đ d phu vu đều tốt  và  than thien,Bệnh viện Đa Khoa Hợp Lực,5 sao,"3,6"
"viện tư làm ăn chán, không đông mà đợi mỗi siêu âm mà tiếng người",Bệnh viện Đa Khoa Hợp Lực,1 sao,"3,6"
"Bệnh viện chuyên khoa mà như không, vào chỉ có tiền là nhanh, bác sỹ vừa khám vừa lướt điện thoại, trần đời cho cái bệnh viện ni. Ko bao giờ quay lại",Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
"Tệ chưa từng thấy đi khám dịch vụ khám sơ sài kê khai chi phí k rõ ràng , làm việc k theo quy trình k minh bạch, sơ sở vật chất bẩn, nhà vệ sinh hôi đi vào buồn nôn, nói chung chưa từng thấy ở đâu tệ vậy . bỏ ra số tiền lớn nhận lại sự sơ sài khám như không",Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
"Thái độ nhân viên y tá ở đây lồi lỏm , tính đi sinh ở đây mà  đi khám thử đây 1 lần thấy hết muốn luôn . Tệ thật mình bỏ tiền chứ đâu làm free đâu mà ôm cục tức .",Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
Mong rằng sẽ được trải nhiệm thêm nhiều dịch vụ của bệnh viện,Bệnh viện Phụ sản Thanh Hoá,5 sao,"2,7"
Đề nghị thay điều dưỡng phụ sản mà như mẹ thiên hạ thái độ lồi lõm hãm,Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
"thái độ điều dưỡng rất khó chịu vs bệnh nhân và người nhà bệnh nhân … bệnh nhân mổ u sơ ngày thứ 2 đau k đi lại và vệ sinh được , người nhà hỗ trợ bệnh nhân đi vệ sinh … tới h làm việc bảo là người nhà ra ngoài ok … nhưng người nhà đang hỗ …",Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
"BỆNH VIỆN LÀM VIỆC NHƯ CON CẸC, ĐỀ NGHỊ BỆNH VIỆN CHO MẤY CON ĐIỀU DƯỠNG NGHỈ VIỆC HẾT ĐI! LÀM VIỆC KHÔNG CÓ TÂM CỦA NGƯỜI BÁC SĨ, LÀM VIỆC TẮC TRÁCH. BỆNH VIỆN KHÔNG SÀNG LỌC LẠI ĐỘI NGŨ CÁN BỘ NHÂN VIÊN SAU NÀY DỄ ẢNH HƯỞNG TÍNH MẠNG NHIỀU NGƯỜI",Bệnh viện Phụ sản Thanh Hoá,1 sao,"2,7"
Bệnh viện nay thay đổi rất nhiều. Phục vụ bệnh nhân rất nhiệt tình và chu đáo. Bs Quảng tư vấn bệnh nhân rất có tâm,Bệnh viện Phụ sản Thanh Hoá,5 sao,"2,7"
Nhân viên nhiệt tình. Bác sĩ chuyên môn tốt. Hài lònng,Bệnh viện Phụ sản Thanh Hoá,5 sao,"2,7"
"Nhân viên y tế hướng dẫn nhiệt tình, bác sĩ khám và tư vấn kĩ càng. Dịch vụ tốt.",Bệnh viện Phụ sản Thanh Hoá,5 sao,"2,7"
Tôi đang điều trị bệnh tại đây. Chưa biết kết quả sao.nhưng sạch sẽ.đội ngũ y bác Sỹ. thân thiện ăn nói nhẹ nhàng tận tình.cảm giác gần gủi với bệnh nhân .,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
Nhân viên khoa phục hồi chức năng điều trị rất tận tình và hiệu quả. Tôi thấy rất hài lòng,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
Đội ngũ khoa CCDS bệnh viện ydct thanh hoá,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
"Chuyển thành cổ phần, như bệnh viên tư, thoát khỏi nhà nước thì mới thoát được cái bệnh thành tích, báo cáo, bao cấp, lờ đờ.",Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,3 sao,"4,2"
"chất lượng tốt, bác sĩ tận tình, chu đáo, chăm sóc bệnh nhân tốt",Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
"Cơ sở nghèo nàn, thái độ bác sĩ ko tốt",Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,2 sao,"4,2"
Tận tình chu đáo gần gũi thân thiện bệnh nhân,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
"Tốt, chữa bệnh mãn tính cho người già",Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
Bv không đông và sạch sẽ,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,4 sao,"4,2"
Tôi có ngươi nhà điều trị ở đây,Bệnh Viện Y Dược Cổ Truyền Tỉnh Thanh Hóa,5 sao,"4,2"
Mình cho con khám bệnh tại phòng 205. Con làm nội soi trực tràng cháu được bác sĩ bên nội soi tiêu hóa . Chăm sóc thăm khám chu đáo nhiệt tình nhưng quay lại p205 lấy kết quả cháu ko may tiêu chảy ra ngoài do còn ảnh hưởng của thuốc sổ ban …,Bệnh viện Nhi Thanh Hóa,3 sao,"3,7"
"Mk cho bé khám ở khu theo yêu cầu,bé bị sốt với nôn trớ,vào bác sĩ khám qua loa,chọc đúng cái que vào họng làm con mk trớ hết xong chẩn đoán bị viêm họng cấp trong khi con mk không ho,không sổ mũi,lại còn chỉ định đi xn máu và chụp x …",Bệnh viện Nhi Thanh Hóa,1 sao,"3,7"
"Bệnh viện cấp tỉnh, được bố trí ở vị trí có giáo thông thuận lợi. Dịch vụ đầy đủ, y bác sỹ chất lượng, chuyên môn cao. Có phòng dịch vụ, khoa khám chữa bệnh tự nguyện. Cảm nhận của mỗi người đi khám chữa bệnh hoặc đi chăm ng thân là khác …",Bệnh viện Nhi Thanh Hóa,4 sao,"3,7"
Cần sát sao các bác sỹ trực đêm . Bảo chụp CT thì mấy ông ngủ dậy không nhìn chỉ định của bs chuyên khoa lại chụp X-quang. Thái độ của y tá với điều dưỡng thì không thể chấp nhận được. Nói chung là tình trạng chung của tất cả các bệnh viện tại việt nam,Bệnh viện Nhi Thanh Hóa,1 sao,"3,7"
"Bệnh viện nhi - nằm bên đường quốc lộ 1A thuộc phương Đông Vệ - thành phố Thanh Hóa . Bệnh có trang thiết bị y tế hiện đại được đầu tư bài bản cùng với đội ngũ y bác sĩ có tay nghề, trình độ cao . Bệnh viện có cơ sở hạ tầng khá tốt nhưng …",Bệnh viện Nhi Thanh Hóa,4 sao,"3,7"
"Cháu tôi bị sốt tối 8/9 đem lên BV Nhi Thanh Hoá, đến tối 9/9 sau 24 tiếng mà cũng không báo kết quả cho gia đình trong khi cháu thì vẫn sốt, cứ để cháu cho bố mẹ chăm, y bác sĩ chả thèm nhìn tới, đúng là tư tưởng vòi tiền, nếu cháu tôi mà …",Bệnh viện Nhi Thanh Hóa,1 sao,"3,7"
Hôm nay mình cho con  xuống khám ở  phòng 205. Mình k nghĩ 1bệnh viện nhi tỉnh mà lại  như vậy. Lương y như từ mẫu ạ.  Bác sĩ thì quát tháo... Mọi người người ta không biết đến hỏi có thế bảo ra ngoài ngồi đợi đc mà. S phải cứ quát lên. Hỏi …,Bệnh viện Nhi Thanh Hóa,2 sao,"3,7"
