comment,hospital,star,rating
"1. Bộ phận tiếp nhận phân phối xe lăn rất rất tệ, k ưu tiên trước sau. Ghi sổ lấy xe lăn như ăn cướp với nhau. Ý thức đã đành, nhân viên  cũng k sắp xếp được gì. Ghi sổ thứ tự cho có lệ. Đề nghị sắp xếp lại khu vực này. Nhờ các đoàn thể nếu …",Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
Hôm nay 03/12/2024 tôi có vào khám theo giấy hẹn khám trên ứng dụng VNEID. Nhưng vừa tới số 415 thì vào ô BHYT đưa cho nhân viên y tế xem xong thì chỉ có nói là chỉ nhận bản cứng có mộc theo giấy. Chứ không nhận bản điện tử hẹn tái khám …,Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
Quầy hướng dẫn khó chịu vào khám thì hết điều duong đến bác sĩ đẩy cho nhau làm rồi bắt bệnh nhận ngồi đợi xong không có ai tới làm việc hết gọi là thành phố mà cách ứng su vs chăm sóc bệnh nhân thua xa 1 cái trạm ý tế xã .quá thất vọng .BỆNH VIÊN ĐA KHOA THÀNH PHỐ CẦN THƠ,Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
"Xin chân thành cảm ơn đến toàn thể bác sỉ , điều dưỡng, ytá của bệnh viện đã kịp thời hổ trợ cấp cứu và điều trị mẹ em qua cơn nguy kịch và đả hồi phục đc xuất viện về nhà ! Bệnh viện lầu 9 sạch sẽ khang trang ko thua kém nước ngoài, bác sĩ …",Bệnh viện Đa khoa Thành phố Cần Thơ,4 sao,"3,0"
"Bệnh viện khang trang với đầy đủ trang thiết bị hiện đại, đội ngũ nhân viên y tế có chuyên môn cao được đào tạo bài bản từ các cơ sở danh tiếng trong và ngoài nước. Đồng thời là cơ sở đào tạo cho câc trưởng y trong khu vực như: ĐHYD Cần …",Bệnh viện Đa khoa Thành phố Cần Thơ,5 sao,"3,0"
"Trước khi đi khám thì mình cũng có nghe nhiều góp ý chưa tốt. Hôm 21/10 mình vào khám dịch vụ thì thấy các bạn ở quầy hướng dẫn tư vấn nhiệt tình, rõ ràng, không khó chịu lắm. Mình đi buổi chiều, chủ yếu kiểm tra sức khoẻ nên quy trình cũng …",Bệnh viện Đa khoa Thành phố Cần Thơ,4 sao,"3,0"
"Ngày 6.9.2024. Mình có đến khám tổng quát. Y bác sĩ vui vẻ. Nhiệt tình. Mình thấy Có cụ già đi khám 1 mình. Không con cháu theo. Y bác sĩ rất quan tâm và tận tình giúp đỡ. Rất cảm ơn Quý Y Bác Sĩ. Đã tận tâm phụng sự ""Lương y như từ mẫu"". …",Bệnh viện Đa khoa Thành phố Cần Thơ,5 sao,"3,0"
"Bộ phận customer care vô cùng tệ hành xử vô cùng thái độ
Dô khám sức khoẻ hỏi tới bác sĩ này chỉ qua phòng kia, bác kia chỉ ngược lại phòng nọ. Quầy hướng dẫn khám bệnh tần 1 bỏ đi ko 1 ai hướng dẫn. …",Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
"Nhân viên y tế , điều dưỡng khoa trấn thương thiếu trách nhiệm với bệnh nhân, nói năng như dùi đục mâm xôi. Nói chung là vô trách nhiệm. Người ta thường nói lương y như từ mẫu còn đằng này lương y như phù thủy, ko sứng đáng với chiếc áo …",Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
"Cảm nhận tồi tệ về dịch vụ bệnh viên Đa Khoa Cần Thơ!

1. Thang máy: …",Bệnh viện Đa khoa Thành phố Cần Thơ,1 sao,"3,0"
