comment,hospital,star,rating
"Bệnh viện Trung ương Thái Nguyên là Bv hạng đặc biệt, có nhiều trang thiết bị hiện đại và có nhiều khoa phòng để điều trị cho bệnh nhân. Nhưng do bệnh nhân đông lực lượng y bác sỹ chưa đủ nên còn chưa hướng dẫn được bệnh nhân chi Tết và đầy đủ theo ý muốn của bệnh nhân",Bệnh viện Trung ương Thái Nguyên,3 sao,"3,8"
"Mình giảm từ 5 sao xuống 1 sao vì đội bảo vệ.
- Không gian rộng rãi, sạch sẽ, hành lang-thang bộ thông thoáng. Nhân viên-bác sỹ thân thiện, hướng dẫn dễ hiểu. Có xe điện đưa đón (phụ phí). Trang thiết bị …",Bệnh viện Trung ương Thái Nguyên,1 sao,"3,8"
"- Bệnh viện đa khoa TW Thái Nguyên là bệnh viện tuyến Trung Ương.
- Những năm gần đây bệnh viện được đầu tư cơ sở hạ tầng mới, hiện đại.
- Đội ngũ bác sĩ dày dặn kinh nghiệm, tác phong chuyên nghiệp.",Bệnh viện Trung ương Thái Nguyên,5 sao,"3,8"
"30.8.24 Ngày Mẹ nhập viện, lo lắng, bồi hồi ....sau tất cả cùng nhau cố gắng để sớm về nhà💚💚💚💚💚 …",Bệnh viện Trung ương Thái Nguyên,3 sao,"3,8"
"Bệnh viện đã được đầu tư nhiều hơn,khá khang trang ,sạch sẽ ,chất lượng chuyên môn tương đối. Hôm nay tôi có đưa người nhà đến khám , khá đông bệnh nhân,được nhân viên y tế chỉ dẫn nhiệt tình. Hy vọng bệnh viện duy trì và phát huy trạng thái như vậy",Bệnh viện Trung ương Thái Nguyên,4 sao,"3,8"
"Cơ sở tốt, phòng bệnh sạch, nhân viên trực 24/24...
Điểm trừ là WC thối 24/24, cắm dây truyền nhưng nước lại bị nhỏ ra ngoài, thang máy hơi rung, sổ ghi 3 bình đưa 2 nhưng k sửa trong sổ, đến tối vẫn k thấy. …",Bệnh viện Trung ương Thái Nguyên,4 sao,"3,8"
"M khám theo yêu cầu, nhưng thái độ nhân viên y tế thiếu tôn trọng bệnh nhân k niềm nở.",Bệnh viện Trung ương Thái Nguyên,4 sao,"3,8"
"Nộp 100k tại trung tâm khám bệnh theo yêu cầu để ngồi cửa hơn 1 tiếng đồng hồ nghe bác sĩ khoa ngoại gọi điện buôn với cả thế giới rồi chửi nhau với người ta 😆😅, đau hết cả đầu nên đi về luôn, ném tiền đi vậy. Không hẹn gặp lại 🙄🙄 Mang tiếng bệnh viện trung ương 🤣🤣 …",Bệnh viện Trung ương Thái Nguyên,1 sao,"3,8"
"Bé 3 tuổi ngã 22h nhập viện- 23h49 mới hướng dẫn nộp 2tr xong đi chụp X-quang. Đến 6h sáng hôm sau bs đọc phim bảo không sao kí giấy cho về. Thanh toán hết hơn 800k. Trả phim chụp mà không có tờ kết quả, bọn nó vặn vẹo giữ không cho về, bọn nó đông khách nên coi thường người bệnh",Bệnh viện Trung ương Thái Nguyên,1 sao,"3,8"
Bệnh viện có đội y bác sĩ như cứt bệnh nhân cứ cho vào nằm đéo khám cho cứ nằm im ở đấy.chán ae đừng vào đây,Bệnh viện Trung ương Thái Nguyên,1 sao,"3,8"
