comment,hospital,star,rating
"Bệnh viện rất vô trách nhiệm, tôi đi khám sức khoẻ tổng quát có vấn đè vè sk nhưng bác sỹ ko thèm gọi điện thông báo tư vấn cách điều trị, tôi đã gọi điện lên viện phản ánh nhưng vẫn ko nhận được cuộc gọi nào từ bac sỹ , sau 20 ngày tôi …",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,1 sao,"4,2"
"Lần đầu đến bệnh viện này nghĩ sẽ tốt lắm. Nhân viên quầy thì bốp chốp, đợi 40 phút mà chưa đến lượt lấy máu xét nghiệm,  Chưa đi bệnh viện nào mà phải đợi lâu thế.",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,2 sao,"4,2"
"Chuyên môn, tiện nghi, tận tình",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,5 sao,"4,2"
"Cơ sở vật chất xứng tầm Bệnh viện hàng đầu, Dịnh vụ hơn những Bệnh viện Công nhiều. Nhưng dịch vụ vẫn chưa đạt Chuẩn Bệnh viện so với Yêu cầu... Có phải do ở Hải phòng văn hoá DV vẫn chưa phát triển chăng!!!!",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,3 sao,"4,2"
"Tôi thay khớp gối toàn phần tại khoa ngoại VINMEC Hải phòng. Nay chân tôi đã ổn định. Tôi xin chân thành cảm ơn tới đội ngũ BS, y tá khoa ngoại VINMEC. Đặc biệt cảm ơn tới GS, TS, BS Lưu Hoàng Hải đã mổ thay khớp nhân tạo cho tôi và chăm …",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,5 sao,"4,2"
"Thất vọng. Quy trình làm việc thiếu chuyên nghiệp, cảm giác rất thủ công. Nhân viên chỉ được cái lễ phép, nhẹ nhàng, nhưng cách làm chậm chạp, hay nhầm lẫn. Tôi đến khám tai mũi họng rất đơn giản mà đến từ đầu giờ sáng tới gần 12 giờ trưa …",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,1 sao,"4,2"
"Dịch vụ và chất lượng đều rất OK. Mọi thủ tục chờ khám và xuất viện nhanh lắm
Đội ngũ ý tá và bsi niềm nở và tận tình.
Giá hơi cao chút. Tiền nào của đấy nên xứng đáng!",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,5 sao,"4,2"
"Sau giải chạy VNExpress Amazing Hạ Long vừa qua tại Quảng Ninh, không may tôi có gặp sự cố chấn thương. Tôi khám tại BV đa khoa quốc tế Vinmec Hải Phòng, được Phó Giáo sư Lưu Hồng Hải thăm khám rất chu đáo. Bạn kỹ thuật viên tên Thiện hướng …",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,5 sao,"4,2"
"Thái độ nhân viên không tốt với khách hàng, kê thuốc không theo đơn giống như thực tập sinh, nch là không có j để nói cả",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,1 sao,"4,2"
"Làm ăn bố láo, thu tiền khám da liễu xong rồi lại bảo bác sỹ da liễu nghỉ, kê đơn mất dạy mồm cam kết xoen xoét là dành cho bà bầu xong cuối cùng ko dùng được.",Bệnh viện đa khoa Quốc tế Vinmec Hải Phòng,1 sao,"4,2"
"Bênh viện lớn, rộng rãi, sạch sẽ và rất nhiều các phòng khám, khoa tại đây.
Nhưng giá thì không hề rẻ.",Bệnh Viện Đa Khoa Quốc Tế,4 sao,"3,3"
"Giá khá đắt ( gấp 1,5-2 lần bv công). Hay tư vấn làm mập mờ các dịch vụ không cần thiết, không có trong bảo hiểm ( xn máu…) nhưng khi hỏi thì y ta nói là để bác sĩ kiểm tra các vấn đề về máu đề quyết định kê đơn thuốc. Nhưng chưa trả kết …",Bệnh Viện Đa Khoa Quốc Tế,3 sao,"3,3"
"Bệnh viện đa khoa quốc tế khá to, sạch sẽ, trang thiết bị hiện đại. Viện phí hợp lý. Trình độ y bác sĩ trung bình khá, cuối tuần có bác sĩ chuyên gia Hà Nội về khám. Thái độ của y tá bác sĩ có bộ phận rất thân thiện, niềm nở nhưng có bộ phận thái độ rất kém và láo, quát mắng bệnh nhân như bảo vệ, gửi xe, y tá trong khu cấp cứu",Bệnh Viện Đa Khoa Quốc Tế,3 sao,"3,3"
"Thái độ nhân viên khoa chịu, không hướng dẫn bệnh nhân.",Bệnh viện Đa khoa Lê Chân,1 sao,"3,4"
Bệnh viện nằm trong khu vực nội thành. Tiếp đón và khám chữa cho nhiều bệnh nhân. Đội ngũ bác sỹ có ray nghề và nhiệt tình. Tuy nhiên diện tích cơ sở khám chữa bệnh thì không được rộng cho lắm.,Bệnh viện Đa khoa Lê Chân,5 sao,"3,4"
"Rõ có lấy số thứ tự, mình số 1120 gọi 1121 và 1119. Hỏi vì sao thì nói là xếp sổ sau nên mới vậy, nếu đã có xếp sổ trước sau r thì làm lấy số thứ tự làm gì😡😡😡 Bực thực sự, thà sang Đa Khoa quốc tế khám còn đỡ tức, tuy đông nhưnv còn có trật tự …",Bệnh viện Đa khoa Lê Chân,1 sao,"3,4"
Một số khoa thì ổn nhưng các nhân viên khoa sản thì không ổn.,Bệnh viện Đa khoa Lê Chân,5 sao,"3,4"
Nói chung là KHÁM bệnh là rất là ok,Bệnh viện Đa khoa Lê Chân,5 sao,"3,4"
"Phục vụ nhanh chóng và nhiệt tình...
Ok",Bệnh viện Đa khoa Lê Chân,5 sao,"3,4"
Bệnh viện công. Chất lượng hơi tệ,Bệnh viện Đa khoa Lê Chân,4 sao,"3,4"
Hiện đại,Bệnh viện Đa khoa Lê Chân,4 sao,"3,4"
Tồi và tệ,Bệnh viện Đa khoa Lê Chân,1 sao,"3,4"
"Bệnh viện Đa khoa Lê Chân, Tô Hiệu, Trại Cau, Lê Chân, Hải Phòng, Việt Nam",Bệnh viện Đa khoa Lê Chân,3 sao,"3,4"
"Vote cho bệnh viện 5⭐️
Vk mình đẻ lần 2, cũng đắn đo lựa chọn mấy bv, sau 2 vk ck vẫn tin tưởng phụ sản hp. Cơ sở 2 trang thiết bị mới, sạch sẽ, hiện đại, bác sĩ chuyên khoa đầu ngành …",Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
"Nay đổi thành bệnh viện Phụ sản cơ sở Hùng Vương. Mới sửa sang lại nên rất sạch sẽ, đẹp
Còn đang trong quá trình chuyển đổi và sửa sang nên chưa được hoàn thiện. …",Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
Đã đổi tên thành Bệnh viện Phụ sản HP,Bệnh viện phụ sản Hải Phòng,3 sao,"3,8"
Bệnh viện tuyệt vời,Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
"Nhân viên y tế , bác sỹ rất tận tình vs người bệnh",Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
"Bệnh viện Giao thông Vận tải Trung ương là một trong những bệnh viện công có dịch vụ chăm sóc và phục vụ người bệnh tốt nhất. Đây còn là bệnh viện có tuyến y tế cao nhất thuộc nghành giao thông vận tải, nhiệm vụ chính của bệnh viện đó là …",Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
Chứng minh em bị mờ thì có đi tiêm được covit không ạ… dịch bệnh quan trọng hơn hay là chứng minh đẹp hay xấu quan trọng hơn ạ,Bệnh viện phụ sản Hải Phòng,1 sao,"3,8"
Bệnh viện là nơi tiêm vaccine covid chính của hồng bàng,Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
nhân viên y tế và các bác sỹ rất tận tình,Bệnh viện phụ sản Hải Phòng,5 sao,"3,8"
"bệnh viện này đối điện công ty tôi là Ford Hải Phòng, nhìn n ngoài thấy sạch sẽ",Bệnh viện phụ sản Hải Phòng,4 sao,"3,8"
"Bệnh viện sạch sẽ, thoáng mát. Giàn bác sỹ khám hướng dẫn nhiệt tình quy củ và trả kết quả trong ngày. Tôi đã khám nhiều lần ở bệnh viện này.",Bệnh Viện Đa Khoa Hồng Phúc,4 sao,"3,1"
"Nhân viên lễ tân có thái độ hãm gây khó chịu  với khách hàng ,  đề nghị bệnh viện xem xét lại đổi nhân viên khác ạ",Bệnh Viện Đa Khoa Hồng Phúc,1 sao,"3,1"
"Từ đầu vào hỏi khám đã hỏi mình bị sao mới nói bị viêm họng và sốt thì kêu mua sổ 5000 đồng,
Vừa mua sổ xong lại nói bác sĩ tai mũi họng hôm nay vắng không khám được nên …",Bệnh Viện Đa Khoa Hồng Phúc,1 sao,"3,1"
"Bác sĩ làm khó bệnh nhân. Bệnh nhân không khám bảo hiểm vẫn bắt bệnh nhân phải có cccd gắn chip mới cho khám, trong khi bệnh nhân đã xuất trình cccd cũ thì không chấp nhận. Mới đưa phương án nào triển khai thì phải linh động cho bệnh nhân",Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
Lịch thì ghi lm từ 13h30 nhưng chắc tất cả các y tá hay trực ca lm nhiều quá hay s mà đều ngủ đến 14h vẫn chưa dậy,Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
"thái độ y tá và bác sĩ không tận tâm nhiệt tình, các anh thủ tục khám chữa bệnh tạm ổn",Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
Sáng nay và là Lần thứ hai mình đưa bố đi khám bệnh tại đây. Bố mình nhức răng lên khám. Ko biết là bs hay ktv khám cho bố mình vì thấy mặc áo viền xanh. Mà chỉ tháo mỗi răng giả của bố mình ra xong là ghê sợ vì bẩn và xong. Lúc mình hỏi …,Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
"Rất tệ vô cùng tệ
Bác sĩ khám bệnh ko cần hỏi bệnh nhân, phán đoán lung tung vô trách nhiệm
Làm bsi ko phán đoán trên khám lâm sàng, ko hỏi tiểu sử bệnh lí nền, chê bai nói …",Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
"Đây là bệnh viện tuyến quận của Hải Phòng, quận Ngô Quyền. Bệnh viện được trang bị khá đầy đủ các trang thiết bị y tế phục vụ khám chữa bệnh tại khu vực. Tuy nhiên bệnh viện chưa phát huy được nhiều công tác khám chữa bệnh, đa số chỉ phục …",Bệnh viện Đa khoa quận Ngô Quyền,4 sao,"3,2"
"Đội ngũ y tá thì bình thường, bác sỹ thì có tay tên là Giáp rất hách dịch, ai nữa thì không biết. Tay già ấy lúc vào khám cho mình (mình có thẻ bhyt tuyến tại bv) này bắt nhập viện bảo sáng hôm sau xét nghiệm giờ cứ mang giấy đè nghị xét …",Bệnh viện Đa khoa quận Ngô Quyền,1 sao,"3,2"
