comment,hospital,star,rating
"Bệnh viện thiết bị cũ kĩ, vào gặp mây tính phòng lễ tân- đơ, máy siêu âm- đơ, phải đợi mòn mỏi, máy tính trả kq siêu âm- đơ, đợi phát nữa :) t nói k vì bảo hiểm chỉ định để làm giấy tờ thì t xin bye k bao h muốn quay lại :)) thái độ nhân viên thì như qq. dẹp cái bv dùm",Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
"Trung tâm chăm sóc sức khỏe của nhân dân
Thành phố Quảng Ngãi",Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,5 sao,"3,2"
Thiết nghĩ nghĩ luôn mẹ cái bệnh viện từ đôi ngủ bác sĩ đến y tá như một lũ vô trách nhiệm thờ ơ. Phát thuốc mà làm dở giọng mẹ lên,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
"cơ sở vật chất cũ kĩ, đội ngũ y bác sĩ nhiệt tình, kinh nghiệm. CBCNV và người bệnh nên nói chuyện lịch sự, tránh cãi vã (vô môi trường này thì bên nào cũng mệt như nhau)",Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,4 sao,"3,2"
Một BV tỉnh vô trách nhiệm và không có nhân văn nhất VNam.,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
Sử lý để lấy thuốc mak như mẹ họ hế,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
Bênh viện hầu như để khám bao hiểm chứ ít ai đau ốm vào đây cả.,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,3 sao,"3,2"
"Bệnh viện Hỗ trợ tốt, làm việc rất tuyệt vời, bác sĩ tận tâm",Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,5 sao,"3,2"
Nằm chửa bệnh nghe mùi hôi tanh khó chiệu,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
Bệnh viện cần có những thiết bị hiện đại ạ,Bệnh viện Đa Khoa Thành Phố Quảng Ngãi,1 sao,"3,2"
"Bệnh viện Tỉnh như vầy là OK.
Tình thương người quảng ngãi tuyệt vời",Bệnh viện Đa khoa tỉnh Quảng Ngãi,5 sao,"2,6"
"Chất lượng khám chữa bệnh cực kì kém, đau bụng đi khám mà khám ko ra bệnh trong khi tôi đến bv PH khám có kết quả. Chưa nói đến dịch vụ tệ, bệnh viện tỉnh mà như là cái trạm xá, mất vệ sinh. Nói chung ko bao giờ muốn khám ở đây nữa :))",Bệnh viện Đa khoa tỉnh Quảng Ngãi,1 sao,"2,6"
Khách quan mà nói  bệnh viện tỉnh đã cải thiện lên rất nhiều đặc biệt là y tá bác sĩ nói chuyện với bệnh nhân nhẹ nhàng hơn trước. Nhưng vẫn còn tồn tại như máy nội soi tai mũi họng quá cũ và hiện tại không có một bệnh viện nào dùng máy nội …,Bệnh viện Đa khoa tỉnh Quảng Ngãi,4 sao,"2,6"
"Chưa cần nói về dịch vụ ra sao chỉ cần tới cổng gặp bảo vệ là mệt rồi bảo vệ rất hách dịch nhìn người nữa con mắt
Đi khám chửa bệnh mà bị bảo vệ làm khó",Bệnh viện Đa khoa tỉnh Quảng Ngãi,1 sao,"2,6"
Chăm sốc. tận tình.  chu đáo. Lịch sự,Bệnh viện Đa khoa tỉnh Quảng Ngãi,5 sao,"2,6"
Khám sức khoẻ lấy tận 1tr7 mà làm ăn như qq ngta … khám k khám chỉ kí tên thui 1 ngày k xong,Bệnh viện Đa khoa tỉnh Quảng Ngãi,1 sao,"2,6"
BV rộng thoáng nh sơ đồ và thiết kế dạng bát quái đi chóng mặt!,Bệnh viện Đa khoa tỉnh Quảng Ngãi,4 sao,"2,6"
Xin mỗi cái giấy chuyển viện cho bà cô mà chờ từ sáng đến chiều. Hết người này đi họp tới người khác đi họp.,Bệnh viện Đa khoa tỉnh Quảng Ngãi,1 sao,"2,6"
"Bệnh nhân cần đc hổ trợ và những gì bệnh nhân nhận lại là thái độ cực kỳ khó chịu nạt nộ bệnh nhân, nếu chúng tôi biết hết thì đâu cần hướng dẫn làm gì k biết mới hỏi hỏi thì bị hét vào mặt,nộp giấy thì ng nộp trc k lm ng sau chen vô đưa …",Bệnh viện Đa khoa tỉnh Quảng Ngãi,1 sao,"2,6"
"Các công nhân viên thái độ phục vụ còn chưa hài lòng chưa tốt , và chưa nhiệt tình xem sét lại",Bệnh viện Đa khoa tỉnh Quảng Ngãi,3 sao,"2,6"
"Bệnh viện quá tệ. Điều dưỡng lấy máu quá tệ. Dám nói con người ta bị đao trong khi mới gặp lần đầu, bé rất khôn lanh. Chưa biết gì đã nhiều chuyện. Vô duyên vô ý thức. Lấy máu không bảo quản làm đông máu rồi đè đầu đi lấy máu nữa.",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
"Dịch vụ phòng ốc ok
Tuy nhiên cần bổ sung giờ thăm nuôi.
Chứ bà đẻ cần nghĩ ngơi nhiều mà gio giấc thăm nuôi khá lộn xộn
Bệnh nhân khó nghĩ ngơi được.",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,3 sao,"2,5"
"Bệnh viện mới xây nên còn rất mới, bãi giữ xe tốn phí, nếu miễn phí thì tốt quá. Nhìn chung phòng bệnh nhân ở đây nhìn sạch sẽ, nhân viên lau dọn thường xuyên, phòng có máy lạnh và quạt đầy đủ, có hệ thống cảnh báo cháy. Giường bệnh hiện đại, y tá vui vẻ.",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,4 sao,"2,5"
"Bệnh viện quá tệ chi phí thì trên trời từ việc đẻ cho đến các khâu khác đều chi phí quá cao. Phòng yêu cầu sau đẻ tới 400k,mà 1 phòng thì trên 5 giường bệnh, phòng thì củ kỹ ẩm mốc,  thấm nước đủ chổ. Hôi hám dơ bẩn. Quá chán . Tolet thì …",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
Khoa sản của bệnh viện làm ăn rất lôi thôi. Điều dưỡng y tá mà lúc nào cũng nạt nộ bệnh nhân bệnh nhân đau mà kêu nửa tiếng sau mới tới đi rề rề bấm điện thoại suốt. Đau quá nhờ đỡ xuống giường dùm thì nhăn nhó kêu chồng đâu các kiểu:)))) …,Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
"Đang lắp đặt hệ thống Thang máy, thiết bị y tế chuyên dùng, hoàn thiện các công việc cuối cùng để tiến đến chính thức bàn giao đưa vào sử dụng 02/9/2017.",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,4 sao,"2,5"
"Dô khám da liễu cho bé,bác sĩ k nhìn thử bé ra sao r phán bệnh, phán xong còn giáo huấn cho tràng, nói chuyện thì cái mặt khinh khỉnh nhìn người nhà bệnh nhân thì ngoáy liếc như ăn hết của ông nụi nó để lại dậy, thái độ k chấp nhận nỗi.",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
"Bệnh viện bắt bệnh nhân xét nghiệm, đóng tiền phí xét nghiệm nhưng không trả kết quả, bệnh viện ko cũng không giải thích kết quả cho bệnh nhân",Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
Đêm 6/4 Vk sinh lúc tối nên sau khi sinh y tá có kêu xuống quầy thuốc mua thuốc. Khi xuống quầy thì người trực quầy đang ngủ. Lúc đó khoảng 22h .Có mấy a đến trước thấy lấy thuốc ngta trả tiền đoàng hoàng mà khi đưa lại tiền thối thì quăng …,Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,1 sao,"2,5"
Bệnh viện vì tiền nhiều hơn vì tình.. bệnh nhân mỗ đau đớn nằm yên đc 1 ngày là bắt đầu cho chuyển phòng..chuyển giường.. nhiều thứ bắt mua tại tiệm thuốc mặt dù có( sợ bán k hết) lúc nào mỡ miệng zô là bệnh nhân nào nằm giường yêu cầu k ?,Bệnh Viện Sản - Nhi Tỉnh Quảng Ngãi,2 sao,"2,5"
"Hôm nay mình dẫn ba mẹ đi khám mồng 6 mà đợi từ sáng k có phiếu số thứ tự, cô bác để sổ theo tứ tự trên bàn vậy mà nhân viên đem trả hết rồi tự chen lấn để nộp sổ. Haizzz",Bệnh viện Nội Tiết Tỉnh Quảng Ngãi,1 sao,"4,0"
"Là nơi khám bệnh tuyệt vời của người dân ở đây. Các y bác sĩ rất thân thiện, tận tình chăm sóc cho bệnh nhân, nhiều người đến khám rất đông. Tuy vậy, chổ để xe và lối vào ko rộng lắm",Bệnh viện Nội Tiết Tỉnh Quảng Ngãi,4 sao,"4,0"
"Trung tâm nội tiết 974 Quang Trung TP Quảng Ngãi, là nơi điều trị tín cậy nhất, của bệnh nhân, bướu cổ, tiểu đường và các bệnh về nội tiết. Nhanh chóng, thân thiện, điều trị tốt đáp ứng dứt điểm. Vệ sình, và bảo vệ an toàn rất tốt. Chi phí rẻ hợp lý, bảo hiểm Yt, giải quyết rất tốt.",Bệnh viện Nội Tiết Tỉnh Quảng Ngãi,5 sao,"4,0"
Trung tâm nội tiết tỉnh Quảng Ngãi là nơi tin cậy cho các bệnh nhân tuyến giáp và tiểu đườngvơ tôi được điều trị khỏi bệnh ở đây.,Bệnh viện Nội Tiết Tỉnh Quảng Ngãi,5 sao,"4,0"
"Trụ sở mới rất khang trang. Bác sỹ chuyên nghiệp, nhiệt tình",Bệnh viện Nội Tiết Tỉnh Quảng Ngãi,5 sao,"4,0"
Đang mở rộng xây khu mới phía trước để đáp ứng nhu cầu khám chữa bệnh ngày càng tăng của các người bệnh trong tỉnh.,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,5 sao,"3,5"
"Nhân viên nhiệt tình , nhẹ nhàng hướng dẫn ,  y bác sĩ chữa bệnh dễ chịu, vui tính nhưng đôi lúc hơi cáu gắt với bệnh nhân, có lẽ vì lượng bệnh nhân quá đông so với lượng y bác sĩ , 5 sao",Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,5 sao,"3,5"
Dịch vụ rất tốt,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,5 sao,"3,5"
bắc sỹ tuy còn ít chưa hỗ trợ nhanh cho b.nhân nhưng nhiệt tình,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,5 sao,"3,5"
"Bệnh viện sạch sẽ, thân thiện!",Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,4 sao,"3,5"
Tôi rất hài lòng,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,5 sao,"3,5"
Cố gắng sống khỏe,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,1 sao,"3,5"
Hôi,Bệnh Viện Y Học Cổ Truyền Quảng Ngãi,2 sao,"3,5"
"Bệnh viện nơi người dân hay đi khám bệnh và lấy thuốc có bảo hiểm.  Có khám sức khỏe xin việc, có test covi trước cổng bệnh viện...",Bệnh viện Đa khoa huyện Sơn Tịnh,4 sao,"2,9"
"Thứ ngân ,làm việc khinh thường người bệnh,hỏi không trả lời,mặt thì nghinh nghinh,ủa bỏ tiền đi khám chú đi chùa đâu mà thái độ người dân.khiếp vãi mong bệnh viện cần chấn chỉnh lại đội ngủ .thân",Bệnh viện Đa khoa huyện Sơn Tịnh,2 sao,"2,9"
Cho mình hỏi bệnh viện có khám điều trị bệnh xuất tinh sớm. Cương cứng kém hông ạ,Bệnh viện Đa khoa huyện Sơn Tịnh,4 sao,"2,9"
Bênh vien lam ăn quá chán.... Benh nhan đen khám bác sĩ có thái độ với bênh nhân... Không đúng trách nhiem cua mình,Bệnh viện Đa khoa huyện Sơn Tịnh,1 sao,"2,9"
"Chất lượng phục vụ tệ, bác sĩ quá quan cách. Bị đau 1 đàng chỉ định khám 1 nẻo, cụ thể phòng khám bệnh cô bác sĩ đeo kính nhìn sổ khám, đóng dấu thì tên Diệp. Thất vọng",Bệnh viện Đa khoa huyện Sơn Tịnh,1 sao,"2,9"
Làm giấy ko đc thì thôi có cần phải hất sổ rồi chửi ngta z,Bệnh viện Đa khoa huyện Sơn Tịnh,1 sao,"2,9"
