comment,hospital,star,rating
Thái độ của điều dưỡng trực ban quá tệ cư xử như người k có học thức. Bệnh viên làm cái chuông để cho bệnh nhân và người nuôi bệnh bấm. Bấm chuông xong thì thái độ của của điều dưỡng trực ban nạt nộ chửi vô mặt. (Khoa tai- mũi- họng. Thứ 7 …,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
"Mình bị bệnh tuột huyết áp đem đủ giấy khám bệnh củ nhưng quên đem thẻ bảo hiểm mà nhưng mà mình có hình tbh nhưng không cho mình khám, mình sắp xỉu cũng không cho nên né BV này ra để tránh trường hợp xấu nhất",Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
Bệnh viện thì bác sĩ nhiệt tình dễ thương còn mấy bà hộ lý thì khó ưa khó chịu với bệnh nhân có cần thì mong bệnh viện khắc phục mấy bà dok,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
Bệnh viện bác sĩ không quan tâm bệnh nhân khó chịu còn điều dưỡng thì khó ưa làm như là bà nội người ta...cho tiền thì dễ thương lắm,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
"Bác sĩ P23 thăm khám chu đáo,nhiệt tình,tư vấn dặn dò ân cần,tự tin trong lĩnh vực chuyên môn.
Dịch vụ cải thiện rất tốt so với các năm trước. Khuôn viên rộng rãi,bãi xe khá …",Bệnh viện Đa khoa tỉnh Cà Mau,4 sao,"2,8"
"Còn 1 ngày nữa bệnh nhân mới xuất viện mà đội ngũ y tá, bác sĩ không ai quan tâm đến bệnh nhân, bệnh nhân vẫn còn truyền ống dẫn ăn uống mà không ai lại truyền, người nhà có lại kêu nhờ y tá lại bom truyền ống cho bệnh nhân mà không ai lại. …",Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
Điều dưỡng bệnh viện làm khó khăng phải cho 100 ngàng mới đc vào phòng thăm bệnh,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
Về vấn đề y tá bác sĩ trong khoa nội tiêu hoá nc xem thường bệnh nhân thái độ ra mặt đã bệnh mà vô còn đối mặt với các chị y tá bác sĩ k đạo đức k coi bệnh nhân ra gì cái gì,Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
"Đội ngũ y bác sĩ bên mình thiếu trách nhiệm đối với bệnh nhân
Siêu âm thì nói nhiễm trùng ngoài da, chuyển viện lại nói tự túc thì đồng ý xác nhận cho chuyển. Chỉ trong một hôm nay chuyển từ Cà Mau lên Cần Thơ với sự thiếu …",Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
"Điều dưỡng thái độ bệnh nhân
Bệnh thì người ta mới cần bệnh viện vô khó chịu vs bệnh nhân ý tá
Bác sĩ nữa …",Bệnh viện Đa khoa tỉnh Cà Mau,1 sao,"2,8"
