comment,hospital,star,rating
"Một trải nghiệm rất tệ khi đến khám sức khoẻ định kì tại bệnh viện, mình sẽ không bao đặt chân đến lần nào nữa. Bỏ công bỏ việc để đi khám sức khoẻ mất nguyên 1 buổi sáng vẫn chưa xong, kéo lê qua chiều chờ xuất hoá đơn đỏ mà vẫn không …",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,1 sao,"3,4"
"Bệnh viện sạch sẽ, tạm ổn, trang thiết bị khá hiện đại, nhân viên điều dưỡng và bác sĩ khác thân thiện hòa đồng và dễ thương, đặc biệt là rất xinh gái,, bệnh viện đa khoa khu vực tỉnh nên rất là đông người nhưng khá ít phòng đến nổi phải ra hành lang nằm hic hiccc.. Mong mọi người đầu tư để bệnh viện phát triển thêm nhé hiii",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"Bất ngờ về cơ sở vật chất và dịch vụ chữa bệnh rất tốt so với lúc trước. Bệnh viện có nhiều khu chức năng cũ và mới đc kết nối bằng 1 trục giao thông xuyên suốt, dể dàng đi lại. Lượng khám bệnh buổi sáng khá đông, chiều ít hơn, khu tiếp đón …",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"Bệnh viện khá sạch sẽ. Khu khoa ngoại mơi xây rất ổn, phòng vệ sinh cũng sạch. Mong là sẽ giữ được sự sạch sẽ này trong thời gian đến.",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"Bệnh viện sạch sẽ, bác sĩ kinh nghiệm, cơ sở kỹ thuật hiện đại.",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,4 sao,"3,4"
"Bệnh viện Đa khoa Vĩnh Đức được thành lập ngày 17 tháng 10 năm 2006, là bệnh viện tư nhân đầu tiên ở vùng nông thôn Quảng Nam. Kể từ ngày thành lập đến nay Bệnh viện Đa khoa Vĩnh Đức đã thực hiện khám chữa bệnh cho hàng triệu lượt khám bệnh …",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,4 sao,"3,4"
"Bác sỹ, điều dưỡng tận tâm thân thiện",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"- Nơi rộng thoáng này, đông người hy vọng. Lúc không may ập đến tai ương.",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"Sáng mới tới khám mà sảng hồn luôn với thái độ làm việc của nhân viên ở đây.mình từ tỉnh khác qua để thăm khám và có ý định sinh em bé tại đây mà thấy thế này chắc sợ 😳.bs hay y tá gì đó vừa siêu âm vừa bấm điện thoại,đo nhịp tim thai mà bỏ …",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,1 sao,"3,4"
"Mình vừa phải cấp cứu và nhập viện tại bệnh viện đa khoa khu vực quảng nam, điện bàn. Trãi nghiệm của mình là hài lòng và thấy dễ chịu khi được các bạn sĩ chăm khám. Mình nhìn thấy được sự mong muốn và phát triển của bệnh viện cụ thể là …",Bệnh Viện Đa Khoa Khu Vực Quảng Nam,5 sao,"3,4"
"Bệnh viện dịch vụ rất tốt, nhân viên và bác sĩ đều rất nhiệt tình. Cả nhà mình rất tin tưởng khi thăm khám tại đây.",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Nhân viên lấy máu tại khoa xét nghiệm rất tuyệt vời. Con tôi đã đi những bệnh viện như 600 giường, Hoàn Mỹ, Gia đình. Họ đều lấy máu nhiều lần mới được máu. Ở đây đi 2 lần đều 1 phát ăn ngay. Cảm ơn",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Tốt, cảm giác đến khám bệnh ở đây được nhân viên chăm sóc tận tình lắm nha. Bác sĩ thì nhẹ nhàng, tư vấn chi tiết. Nhân viên ai cũng vui vẻ",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Bệnh viện sạch sẽ, bệnh nhân không quá đông.
Em trai mình bị sốt xuất huyết và nằm trong phòng bệnh cảm thấy rất thoải mái và được y tá bác sĩ theo dõi thường xuyên.
Đặc biệt là do nằm viện mùng 1 Tết nên được lì xì 500k 😙. …",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Bv sạch sẽ nhất tại quảng nam , trang thiết bị mới
Khoa sản bác sĩ và tất cả nhân viên đều rất tận tâm chu đáo, mình ước khoa này giữ nguyên nhân viên hoài. Ở đât bác sĩ rất tốt các bạn sinh đẻ có thể ghé đây khám và sinh nhé rất là oke . Khu bệnh viện sạch sẽ rộng để mọi người sinh hoạt tại đây",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Xin đóng góp ý kiến
1. Người bệnh cần nghỉ ngơi cũng như người chăm bệnh.Mấy cô y tá ,dọn vệ sinh không có giờ giấc làm việc cụ thể ,gọi bệnh nhân và người nhà dậy rất sớm …",Bệnh viện Đa khoa Tâm Trí Quảng Nam,2 sao,"4,4"
"Bệnh viện sạch sẽ. Đội ngũ lễ tân tận tình hướng dẫn các phòng khám, Bác sĩ chia sẻ cụ thể ,nhiệt tình bệnh lý.",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Nhân viên niềm nỡ lắm mn ạ , tận tâm chỉ dẫn vui vẻ làm mình đi khám rất ấn tượng , mấy bạn điều dưỡng nói chuyện rất nhẹ nhàng, bác sĩ tận tâm nha mn , đặc biệt các bs siêu âm rất có tâm nha mn, bv tâm trí chất lượng , đã đến rất nhiều lần, sẽ quay lại lần sau, à có chỗ để bé chơi nữa thích lắm",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Vài ngày trước đi khám bệnh ở BV Đa Khoa Tâm Trí Quảng Nam, dịch vụ y tế ở đây khá tốt, sạch sẽ, thoáng mát, thời gian đi khám bệnh cũng nhanh nữa",Bệnh viện Đa khoa Tâm Trí Quảng Nam,5 sao,"4,4"
"Con nít mới 3 tháng tuổi mà bắt ngồi chờ gần 1h đồng hồ chưa đc khám,
Lý do là có bệnh cấp cứu, các bác sỉ đi rồi, trong khi đó rất nhiều người vẫn đc vô khám",Bệnh viện Đa khoa Tâm Trí Quảng Nam,1 sao,"4,4"
"mình gửi xe đúng chỗ khi đi về thì nhà xe chật kín không ra được, nhờ chú trông xe giúp lấy xe ra thì bị mắng và kêu mình tự dắt xe ra trong khi những chiếc xe đó rất to và nặng. mình không muốn làm hư xe người ta nên phải đứng đó một lúc …",Bệnh viện Đa khoa tỉnh Quảng Nam,1 sao,"2,8"
"Bỏ qua tất cả trừ quán ăn trong bệnh viện;
Nhếch nhác
Thái độ phục vụ rất tệ …",Bệnh viện Đa khoa tỉnh Quảng Nam,1 sao,"2,8"
