comment,hospital,star,rating
"Quá tệ. Vô đây 3 lần, 1 lần đầu khám thai thì thái độ hách dịch, 1 lần đưa con đi nong chim do hẹp bao quy đầu vào ngày 30 tết bác sĩ không cho tiêm thuốc tê hay gì hết lấy dao nong chim cháu trong đau đớn xong đưa cho cái giấy cam kết kêu …",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
"Không rõ bãi gửi xe bệnh viện có nằm dưới sự quản lý của bệnh viện không, nhưng chất lượng phục vụ thật sự quá tệ. Giá vé không minh bạch, khi thắc mắc thì nhân viên nói chuyện như kẻ vô học. Thật đáng buồn với bộ mặt của bệnh viện thành phố",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
T nói thật cái bệnh viện trên bảng ghi thì ở nhiệt tình bác sĩ thăm hỏi tận tình. Cái gì mà thăm hỏi người ta làm xét nghiệm từ sáng tới lúc về phòng chạy đi hỏi bác sĩ có cần tiêm chuyền gì không thì bảo về phòng đã không cần tới lúc lại …,Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
"Bố tôi mổ sỏi thận 2 lần, mỗi lần để phải đóng tiền thuê máy riêng ngoài chi phí bảo hiểm. Nhưng kết quả cả 2 lần sỏi vẫn còn mà tiền mất ( 2 lần liên tục trong 2 tháng 10,11/2023). Quyết định ra hẳn HN mổ vì sức chịu đựng có hạn",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,2 sao,"2,8"
"Bệnh viễn cũ, bẩn. Thái độ của các y bác sỹ hách dịch. Cãi tay đôi với người nhà bệnh nhân.
Thăm khám không tận tình.
Quá tệ cho 1 bệnh viện tỉnh.",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
Cơ sở hạ tầng quá tệ và nhân viên điều dưỡng bsy thì không nói nên lời. Một bv lớn mà quá thất vọng. Bệnh viện này nên gọi bệnh viện người nhà bác sỹ vào hỏi thăm mà hỏi người nhà xg làm ở đâu còn bệnh nhân khác kh mở mồm hỏi thăm lấy 1 câu …,Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
"Chờ lâu, bác sĩ thì ngồi bấm điện thoại , bệnh nhân thì ngồi chờ",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
Sạch thoáng mát động bệnh nhân đến khám can bộ y tế nhiệt tình chu đáo,Bệnh viện Đa Khoa tỉnh Hà Tĩnh,5 sao,"2,8"
"Sáng nay vừa ghé khám sức khỏe tại bệnh viện thì có nhiều điểm không hài lòng ở đây.
1. Giá tiền khám sức khỏe không thống nhất tại thành phố Hà Tĩnh. Bv thành phố …",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,1 sao,"2,8"
"Khá chu đáo, tận tâm, cơ sở vật chất còn hạn chế. Hy vọng xây mới sẽ cải thiện hơn",Bệnh viện Đa Khoa tỉnh Hà Tĩnh,5 sao,"2,8"
"Xin gửi lời cảm ơn chân thành đến tất cả bác sĩ, điều dưỡng thuộc Khoa hồi sức tích cực - thận nhân tạo (đặc biệt là các điều dưỡng) - ngày cũng như đêm luôn sẵn sàng hỗ trợ bệnh nhân tối đa. Vì đây là khoa bệnh nặng, bệnh nhân sinh tử cận …",Bệnh viện Đa khoa TTH Hà Tĩnh,5 sao,"4,4"
"Xây dựng quy trình khám hết sức lung tung, ép bệnh nhân khám dịch vụ
Bênh nhân đến làm các xét nghiệm máu dạng tái khám định kỳ nhưng lại phân bổ sang Phòng khám xương khớp và chờ bác sĩ ở đó khám bệnh khác xong mới cho đi xét nghiệm máu, hoặc ko muốn xét nghiệm luôn thì lên khám dịch vụ",Bệnh viện Đa khoa TTH Hà Tĩnh,2 sao,"4,4"
Bệnh viện sẽ thật hoàn hảo nếu như nhân viên ko uống đồ uống linh tinh trong giờ làm việc và nói chuyện linh tinh ko liên quan đến công việc nhỏ lại,Bệnh viện Đa khoa TTH Hà Tĩnh,3 sao,"4,4"
"Đc 1 đợt thấy nhân viên lịch sự và chu đáo .nay trở lại bình thường .phí gửi xe máy 1h mất 3k ,hơi cao so với việc bệnh nhân điều trị lâu dài .trong khi đã là bệnh nhân thì chăm nuôi k có thu nhập",Bệnh viện Điều Dưỡng Hà Tĩnh,3 sao,"4,4"
Nơi đây đã phục hồi cho rất nhiều người bệnh trở lại cuộc sống bình thường,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
bệnh viện dành cho những người bất hạnh rất tốt,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
Trung tâm chăm sóc bệnh nhân tốt,Bệnh viện Điều Dưỡng Hà Tĩnh,4 sao,"4,4"
Nhiệt tình. Phục vụ tốt,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
Tuyệt vời,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
Họ phục vụ tốt lắm,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
Nơi tin cậy của bạn,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
Phục vụ tốt,Bệnh viện Điều Dưỡng Hà Tĩnh,5 sao,"4,4"
"Bệnh viện sạch sẽ, thoáng mát, nhân viên nhiệt tình chu đáo. Mình chắc chắn sẽ giới thiệu người thân bạn bè tới đây khám và điều trị tại bệnh viện này.",Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
"Thời gian chờ khám chữa bệnh nhanh, dịch vụ tốt, bác sĩ và nhân viên tư vấn tận tình, không gian bệnh viện thoáng mát, sạch sẽ.",Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
BV có làm việc vào thứ 7 và CN ko ạ?,Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
"Bv Sạch sẽ, dịch vụ tốt",Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
"Sạch sẽ, nv tư vấn nhanh",Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
Sạch sẽ,Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,4 sao,"4,5"
Tuyệt vời,Bệnh viện Đa Khoa Sài Gòn Hà Tĩnh,5 sao,"4,5"
Dịch vụ tốt các bác sĩ tận tình chu đao,Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5"
"Không gian thoáng đãng, điều trị tốt",Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5"
"Bệnh viện sạch sẽ, thân thiện, đội ngũ bác sĩ nhiệt tình lắm mọi người ạ",Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5"
"Cơ sở tốt, thoáng mát.",Bệnh Viện Y Học Cổ Truyền,3 sao,"4,5"
Lương Y Như Từ Mẫu,Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5"
ĐƯỢC RỒI,Bệnh Viện Y Học Cổ Truyền,5 sao,"4,5"
Rất tốt ạ❤️,Bệnh Xá Công An Hà Tĩnh,5 sao,"4,0"
"Sạch sẽ, kết quả khám khá chính xác, thiết bị tốt, hình ảnh khá rõ",Phòng Khám Phụ Sản Hồng Ngọc,4 sao,"4,8"
Tuyệt vời!,Phòng Khám Phụ Sản Hồng Ngọc,5 sao,"4,8"
Phòng khám,Phòng Khám Phụ Sản Hồng Ngọc,4 sao,"4,8"
Dịch vụ tốt 👍 …,Phòng Khám Phụ Sản Hồng Ngọc,5 sao,"4,8"
