comment,hospital,star,rating
"Câu chuyện 4h sáng.
Nữa đêm con trai nôn ra máu cục, cả nhà hốt hoảng đem con đi cấp cứu. Bình thường mình hay nghe làm việc lúc nữa đêm bác sĩ sẽ cằn nhằn khó chịu. Nhưng khi đến …",Bệnh viện Trung Ương Huế,5 sao,"3,5"
"Thái độ y bác sĩ ở đây quá tệ, nói chuyện mà nạt người nhà bệnh nhân. Nhà vệ sinh bệnh viện lúc nào cũng dơ, phòng cho bệnh nhận ở thì có hôm mở máy lạnh có hôm không. Bệnh nhân không đăng ký phần ăn nhưng lại ép bệnh nhân lấy và huỷ không …",Bệnh viện Trung Ương Huế,1 sao,"3,5"
"Đa Khoa bệnh viện trung ương Huế có cơ sở vật chất tốt, Bác sĩ sẽ khám bệnh nhân đầy đủ, có cả khám hội chuẩn
Đội ngũ bác sĩ lớn đến liền được sẽ được khám, không cần phải hẹn trước
Tòa nhà hiện đại, to rộng, dễ đi lạc lắm nhé. Chỉ cần nhìn và đi theo bảng chỉ dẫn.",Bệnh viện Trung Ương Huế,5 sao,"3,5"
"Xin cảm ơn đến tập thể bs-cbcnv bv TW Huế nói chung và khoa Nội tiết hô hấp nói riêng, là 1 lựa chọn tuyệt vời ngang với các tuyến TW khác, trình độ như nhau - thái độ tuyệt vời hơn hẳn. …",Bệnh viện Trung Ương Huế,5 sao,"3,5"
"Bệnh viện Trung Ương Huế là bệnh viện lớn, cơ sở vật chất, trang thiết bị hiện đại. Trình độ y bác sĩ chuyên môn cao, quy mô khám và chữa bệnh được cho nhiều bệh nhân. Nằm ở ngay trung tâm thành phố Huế.",Bệnh viện Trung Ương Huế,4 sao,"3,5"
"Nó cao cấp hơn bệnh Viện TW một chút xíu, do vào đây phải đóng tiền nhiều hơn. Cơ sở vật chất tốt hơn thôi. Còn lại cũng không có gì khác lạ nếu gắn vào chữ ""Quốc tế"". Có khác một chút hay là do mình may mắn hơn mọi người..được tiếp xúc với …",Bệnh viện Trung Ương Huế,4 sao,"3,5"
"Mình từ Quảng Trị vô Huế khám da liễu, mình bị nổi mụn thịt li ti ở cổ, chính bản thân mình cũng không biết và khi đi gội đầu thì chị gội đầu phát hiện. Chiều đó mình đi vô Huế khám luôn. Và làm thủ tục tới khám thì rất loàng ngoằng, bệnh …",Bệnh viện Trung Ương Huế,1 sao,"3,5"
"Bs. Oanh khoa phổi là bs điều trị cho ông của mình, ông bị viêm phổi nặng và cần phải tìm nguyên nhân viêm phổi, lúc chụp CT thì có thấy một khối bất thường ở phổi nhưng không xác định được là gì và cần phải làm nội soi, nhưng bs Oanh chưa …",Bệnh viện Trung Ương Huế,1 sao,"3,5"
"Bác sĩ ở đây rất thân thiện, tận tình với bệnh nhân nhưng thật sự bực mình với thái độ của y tá. Đặt Ven truyền dịch 4 ngày (mình bị ngứa với băng keo dán nên xin rút ven, đặt mới) mà khó chịu rồi chửi mình ngơ. Nói là sao ko nói hôm qua để …",Bệnh viện Trung Ương Huế,1 sao,"3,5"
"Thật sự rất thất vọng với trải nghiệm tại khu vực gửi xe số 1. Thái độ của bác giữ xe ở đây cực kỳ khó chịu, khiến tôi cảm thấy bức xúc ngay từ khi bước vào. Tôi chỉ đơn giản đến gửi xe, không làm gì sai, nhưng vẫn bị quát mắng vô cớ. Một …",Bệnh viện Trung Ương Huế,1 sao,"3,5"
