comment,hospital,star,rating
"Bốn ngày tại bệnh viện tỉnh cao bằng,các y sỹ thì làm việc theo đúng nguyên tắc nhưng bên cạnh đó khâu vệ sinh kém.nhất là quạt bám đầy bụi, khu vệ sinh bốc mùi cả ngày,bệnh nhân xin đổi gối đã bẩn thì nói là hết rồi.",Bệnh viện Đa khoa tỉnh Cao Bằng,2 sao,"3,1"
"Tệ
Cần nội soi nhưng khoa nội soi lại nghỉ thứ 7, chủ nhật
Bệnh viện cần làm việc 24/7 trên tất cả các Khoa, bộ phận để đảm bảo việc khám chữa bệnh cho người dân",Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1"
Quá tệ.khám da liễu lm xét nghiệm kết quả mà 1 buổi sáng ko xong.hẹn lại buổi chiều.chán luôn,Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1"
Có ý định dữ bệnh nhân lại ăn chặn thăm nhũng,Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1"
17:00 xin cái giấy chuyển viện không làm cho.không xứng là 1 bệnh viện,Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1"
"Trải nghiệm khám bệnh bluetooth tại bvdk tỉnh
Khoảng hơn 6h sáng 18/11/23
Vợ bầu đau bụng đưa xuống đây điều dưỡng từ bên phòng hành chính bên nhân bên …",Bệnh viện Đa khoa tỉnh Cao Bằng,1 sao,"3,1"
"Xét nghiệm lâu la, bác sĩ tư vấn không rõ ràng.",Bệnh viện Đa khoa tỉnh Cao Bằng,2 sao,"3,1"
Rất là ôk,Bệnh viện Đa khoa tỉnh Cao Bằng,5 sao,"3,1"
là 1 bệnh viện đa khoa tỉnh nhưng tác phong và cách làm việc còn quá ba lem thời gian bệnh nhân chờ còn quá lâu so với các bv tư nhân khác,Bệnh viện Đa khoa tỉnh Cao Bằng,4 sao,"3,1"
Bệnh viện rất nhiệt tình trừ phòng khám phụ khoa nhân viên rất thái độ đi 2 lần thái độ rất gắt hỏi thì mặt ra vẻ khó chịu,BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
"Mik di nhô rang.ma bac sy nho nhu nho co ay nho ma tan 2,5 phut lan ve nha nua dem mik phai len benh vien tinh  vi qua dau va chay mau nhieu",BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
"Bác sĩ Quyền và đội ngũ y bác sĩ, nhân viên nhiệt tình chu đáo.",BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,5 sao,"4,0"
Bị đau ở ngực lần đầu đi khám kêu hở van tim.kham lần bảo đau thần kinh liên sườn. Chụp khám xong kêu đâu thì kệ nó. Má đau mà kệ đc thì tui không đến khám rồi.,BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
Bên tiêm thì cáu ghắt bệnh nhân như con phục vụ bệnh nhân quá kém luôn mọi người nên chánh sa cái bệnh viện HN/CB này ra bác sỹ đi tiêm cho bệnh nhân thì cáu ghắt khó tình lèo bèo bệnh nhân và trách bệnh nhân rồi chửi bệnh nhân làm như mình …,BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
dịh vụ rất kém. chị mình lên khám ở đây siêu âm chụp xquag cả sáng k ra bệh. về đến nhà trong đêm phải lên bệnh viện tỉnh cấp cứu. bệnh nhân thì kêu đau bụg mà bác sĩ ở đây nói khoong sao. siêu ầm thì chưa đến 10s đã xong thì ra bệh gì đc. …,BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
"Đội ngũ y bác sĩ, nhân viên nhiệt tình, chu đáo, không bị chờ đợi lâu, chuyên môn cao",BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,5 sao,"4,0"
Ui hnay e đi khám Phụ Khoa. Phòng khám PK thì bs và nv tư vấn cũng như thái độ rất nhiệt tình. Bsi có bảo e nếu có ý định sinh e bé thì đi siêu âm buồng trứng thêm nên e ok luôn. …,BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
"Bệnh viện mà như cái chợ. Bác sĩ, y tá, lễ tân nói chuyện oanh oang như cái chợ",BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
"thái độ người chụp x quang kém,nói chuyện thô lỗ",BỆNH VIỆN ĐA KHOA HÀ NỘI - CAO BẰNG,1 sao,"4,0"
Tốt. Nhưng hơi hẹp. Bệnh nhân đông quá. Ít ghế ngồi chờ,Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,5 sao,"4,0"
Bác sĩ tận tình chu đáo ! nhưng chỗ ngồi còn hạn chế khi đông bệnh nhân!,Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,5 sao,"4,0"
"Thoáng mát, nhưng thiếu căng tin",Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,3 sao,"4,0"
Bác sĩ Chung rất tận tình chu đáo,Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,5 sao,"4,0"
Tốt,Khoa Nội Tiết - Bệnh viện tỉnh Cao Bằng,5 sao,"4,0"
Hơi khuất,Trung tâm Y tế TP Cao Bằng,3 sao,"2,7"
Sạch sẽ 😊 …,Trung tâm Y tế TP Cao Bằng,4 sao,"2,7"
Tốt,Trung tâm Y tế TP Cao Bằng,2 sao,"2,7"
